snapshot_date,commissioning_month,size_segment,plant_count,unit_count,power_gw,energy_gwh,median_duration_hours,network_verified_plant_count,period_complete
2026-06-30,2002-01-01,overall,1,1,0.00000168,0.00000168,1,1,true
2026-06-30,2002-01-01,small,1,1,0.00000168,0.00000168,1,1,true
2026-06-30,2002-02-01,medium,1,1,0.00006,0.000144,2.4,1,true
2026-06-30,2002-02-01,overall,1,1,0.00006,0.000144,2.4,1,true
2026-06-30,2002-06-01,overall,2,2,0.00000713,0.00000713,1,2,true
2026-06-30,2002-06-01,small,2,2,0.00000713,0.00000713,1,2,true
2026-06-30,2002-07-01,overall,1,1,0.000007,0.000014,2,0,true
2026-06-30,2002-07-01,small,1,1,0.000007,0.000014,2,0,true
2026-06-30,2002-08-01,overall,1,1,0.000003,0.0000065,2.166666667,1,true
2026-06-30,2002-08-01,small,1,1,0.000003,0.0000065,2.166666667,1,true
2026-06-30,2002-09-01,overall,1,1,0.00001638,0.0000158,0.964590965,0,true
2026-06-30,2002-09-01,small,1,1,0.00001638,0.0000158,0.964590965,0,true
2026-06-30,2002-10-01,overall,2,2,0.00001479,0.00001854,1.5,1,true
2026-06-30,2002-10-01,small,2,2,0.00001479,0.00001854,1.5,1,true
2026-06-30,2002-11-01,overall,1,1,0.0000077,0.0000077,1,0,true
2026-06-30,2002-11-01,small,1,1,0.0000077,0.0000077,1,0,true
2026-06-30,2002-12-01,overall,3,3,0.00003,0.0000406,1.38,1,true
2026-06-30,2002-12-01,small,3,3,0.00003,0.0000406,1.38,1,true
2026-06-30,2003-01-01,overall,3,3,0.0000118,0.0000341,3.08,1,true
2026-06-30,2003-01-01,small,3,3,0.0000118,0.0000341,3.08,1,true
2026-06-30,2003-06-01,overall,1,1,0.0000042,0.0000042,1,0,true
2026-06-30,2003-06-01,small,1,1,0.0000042,0.0000042,1,0,true
2026-06-30,2003-07-01,overall,1,1,0.000007,0.00001166,1.665714286,1,true
2026-06-30,2003-07-01,small,1,1,0.000007,0.00001166,1.665714286,1,true
2026-06-30,2003-08-01,overall,2,2,0.0000105,0.0000225,2.4375,2,true
2026-06-30,2003-08-01,small,2,2,0.0000105,0.0000225,2.4375,2,true
2026-06-30,2003-09-01,overall,1,1,0.00001,0.00001026,1.026,0,true
2026-06-30,2003-09-01,small,1,1,0.00001,0.00001026,1.026,0,true
2026-06-30,2003-10-01,overall,2,2,0.00000626,0.00002112,3.162162162,1,true
2026-06-30,2003-10-01,small,2,2,0.00000626,0.00002112,3.162162162,1,true
2026-06-30,2003-11-01,overall,1,1,0.00001024,0.00001024,1,1,true
2026-06-30,2003-11-01,small,1,1,0.00001024,0.00001024,1,1,true
2026-06-30,2003-12-01,overall,1,1,0.00001,0.00001,1,0,true
2026-06-30,2003-12-01,small,1,1,0.00001,0.00001,1,0,true
2026-06-30,2004-02-01,overall,2,2,0.000012125,0.00001512,1.213797909,2,true
2026-06-30,2004-02-01,small,2,2,0.000012125,0.00001512,1.213797909,2,true
2026-06-30,2004-03-01,overall,3,3,0.0000151,0.0000221,1.304347826,3,true
2026-06-30,2004-03-01,small,3,3,0.0000151,0.0000221,1.304347826,3,true
2026-06-30,2004-04-01,overall,5,5,0.0000354,0.00004365,1.25,0,true
2026-06-30,2004-04-01,small,5,5,0.0000354,0.00004365,1.25,0,true
2026-06-30,2004-05-01,overall,3,3,0.0000175,0.000027,1.6,2,true
2026-06-30,2004-05-01,small,3,3,0.0000175,0.000027,1.6,2,true
2026-06-30,2004-06-01,overall,2,2,0.00001476,0.00001768,1.193047337,2,true
2026-06-30,2004-06-01,small,2,2,0.00001476,0.00001768,1.193047337,2,true
2026-06-30,2004-07-01,medium,1,1,0.00003,0.00003,1,0,true
2026-06-30,2004-07-01,overall,5,5,0.000050795,0.00005397,1.003921569,1,true
2026-06-30,2004-07-01,small,4,4,0.000020795,0.00002397,1.05751634,1,true
2026-06-30,2004-08-01,overall,2,2,0.0000075,0.000028,3.678571429,1,true
2026-06-30,2004-08-01,small,2,2,0.0000075,0.000028,3.678571429,1,true
